Date,Model,Candidate,Probability
2024-07-15,DataDiary,Trump,0.8647000000000005
2024-07-16,DataDiary,Harris,0.1259000000000001
2024-07-16,DataDiary,Trump,0.8740999999999999
2024-07-17,DataDiary,Harris,0.12120000000000004
2024-07-17,DataDiary,Trump,0.8787999999999999
2024-07-18,DataDiary,Harris,0.11319999999999984
2024-07-18,DataDiary,Trump,0.8868000000000001
2024-07-19,DataDiary,Harris,0.1121999999999997
2024-07-19,DataDiary,Trump,0.8878000000000003
2024-07-20,DataDiary,Harris,0.11019999999999992
2024-07-20,DataDiary,Trump,0.8898
2024-07-21,DataDiary,Harris,0.10739999999999993
2024-07-21,DataDiary,Trump,0.8926000000000001
2024-07-22,DataDiary,Harris,0.10219999999999972
2024-07-22,DataDiary,Trump,0.8978000000000003
2024-07-23,DataDiary,Harris,0.1431999999999998
2024-07-23,DataDiary,Trump,0.8568000000000002
2024-07-24,DataDiary,Harris,0.19620000000000015
2024-07-24,DataDiary,Trump,0.8037999999999998
2024-07-25,DataDiary,Harris,0.28899999999999965
2024-07-25,DataDiary,Trump,0.7110000000000003
2024-07-26,DataDiary,Harris,0.3105999999999996
2024-07-26,DataDiary,Trump,0.6894000000000005
2024-07-27,DataDiary,Harris,0.3033999999999995
2024-07-27,DataDiary,Trump,0.6966000000000006
2024-07-28,DataDiary,Harris,0.3032999999999999
2024-07-28,DataDiary,Trump,0.6967000000000001
2024-07-29,DataDiary,Harris,0.3067999999999999
2024-07-29,DataDiary,Trump,0.6932
2024-07-30,DataDiary,Harris,0.3403000000000007
2024-07-30,DataDiary,Trump,0.6596999999999993
2024-07-31,DataDiary,Harris,0.34569999999999956
2024-07-31,DataDiary,Trump,0.6543000000000004
2024-08-01,DataDiary,Harris,0.3486000000000011
2024-08-01,DataDiary,Trump,0.6513999999999989
2024-08-02,DataDiary,Harris,0.34030000000000055
2024-08-02,DataDiary,Trump,0.6596999999999995
2024-08-03,DataDiary,Harris,0.35239999999999944
2024-08-03,DataDiary,Trump,0.6476000000000006
2024-08-04,DataDiary,Harris,0.35509999999999986
2024-08-04,DataDiary,Trump,0.6449000000000001
2024-08-05,DataDiary,Harris,0.3559999999999996
2024-08-05,DataDiary,Trump,0.6440000000000003
2024-08-06,DataDiary,Harris,0.3891999999999997
2024-08-06,DataDiary,Trump,0.6108000000000002
2024-08-07,DataDiary,Harris,0.3723000000000005
2024-08-07,DataDiary,Trump,0.6276999999999995
2024-08-08,DataDiary,Harris,0.37690000000000057
2024-08-08,DataDiary,Trump,0.6230999999999994
2024-08-09,DataDiary,Harris,0.3739000000000001
2024-08-09,DataDiary,Trump,0.6260999999999999
2024-08-10,DataDiary,Harris,0.3711000000000008
2024-08-10,DataDiary,Trump,0.6288999999999991
2024-08-11,DataDiary,Harris,0.3910000000000005
2024-08-11,DataDiary,Trump,0.6089999999999995
2024-08-12,DataDiary,Harris,0.4018000000000001
2024-08-12,DataDiary,Trump,0.5981999999999998
2024-08-13,DataDiary,Harris,0.4214000000000004
2024-08-13,DataDiary,Trump,0.5785999999999996
2024-08-14,DataDiary,Harris,0.41659999999999975
2024-08-14,DataDiary,Trump,0.5834000000000003
2024-08-15,DataDiary,Harris,0.4216999999999992
2024-08-15,DataDiary,Trump,0.5783000000000008
2024-08-16,DataDiary,Harris,0.4353999999999992
2024-08-16,DataDiary,Trump,0.5646000000000009
2024-08-17,DataDiary,Harris,0.4108
2024-08-17,DataDiary,Trump,0.5892
2024-08-18,DataDiary,Harris,0.4192
2024-08-18,DataDiary,Trump,0.5808
2024-08-19,DataDiary,Harris,0.42469999999999936
2024-08-19,DataDiary,Trump,0.5753000000000006
2024-08-20,DataDiary,Harris,0.4494000000000016
2024-08-20,DataDiary,Trump,0.5505999999999984
2024-08-21,DataDiary,Harris,0.44919999999999993
2024-08-21,DataDiary,Trump,0.5508000000000001
2024-08-22,DataDiary,Harris,0.4492999999999997
2024-08-22,DataDiary,Trump,0.5507000000000003
2024-08-23,DataDiary,Harris,0.4740000000000001
2024-08-23,DataDiary,Trump,0.5259999999999999
2024-08-24,DataDiary,Harris,0.46599999999999986
2024-08-24,DataDiary,Trump,0.5340000000000001
2024-08-25,DataDiary,Harris,0.46550000000000025
2024-08-25,DataDiary,Trump,0.5344999999999998
2024-08-26,DataDiary,Harris,0.4571999999999998
2024-08-26,DataDiary,Trump,0.5428000000000002
2024-08-27,DataDiary,Harris,0.4725
2024-08-27,DataDiary,Trump,0.5275000000000001
2024-08-28,DataDiary,Harris,0.4672000000000003
2024-08-28,DataDiary,Trump,0.5327999999999997
2024-08-29,DataDiary,Harris,0.4745000000000003
2024-08-29,DataDiary,Trump,0.5254999999999996
2024-08-30,DataDiary,Harris,0.48309999999999975
2024-08-30,DataDiary,Trump,0.5169000000000002
2024-08-31,DataDiary,Harris,0.4613
2024-08-31,DataDiary,Trump,0.5387
2024-09-01,DataDiary,Harris,0.47150000000000025
2024-09-01,DataDiary,Trump,0.5284999999999997
2024-09-02,DataDiary,Harris,0.4625999999999999
2024-09-02,DataDiary,Trump,0.5374000000000001
2024-09-03,DataDiary,Harris,0.46939999999999976
2024-09-03,DataDiary,Trump,0.5306000000000002
2024-09-04,DataDiary,Harris,0.4715000000000002
2024-09-04,DataDiary,Trump,0.5284999999999997
2024-09-05,DataDiary,Harris,0.4565999999999996
2024-09-05,DataDiary,Trump,0.5434000000000003
2024-09-06,DataDiary,Harris,0.4459999999999999
2024-09-06,DataDiary,Trump,0.554
2024-09-07,DataDiary,Harris,0.46700000000000047
2024-09-07,DataDiary,Trump,0.5329999999999995
2024-09-08,DataDiary,Harris,0.46669999999999984
2024-09-08,DataDiary,Trump,0.5333000000000001
2024-09-09,DataDiary,Harris,0.4437000000000002
2024-09-09,DataDiary,Trump,0.5562999999999998
2024-09-10,DataDiary,Harris,0.4561000000000005
2024-09-10,DataDiary,Trump,0.5438999999999995
2024-09-11,DataDiary,Harris,0.4593000000000008
2024-09-11,DataDiary,Trump,0.5406999999999992
2024-09-12,DataDiary,Harris,0.45989999999999986
2024-09-12,DataDiary,Trump,0.5401000000000001
2024-09-13,DataDiary,Harris,0.4756
2024-09-13,DataDiary,Trump,0.5244
2024-09-14,DataDiary,Harris,0.4915
2024-09-14,DataDiary,Trump,0.5085
2024-09-15,DataDiary,Harris,0.4737999999999999
2024-09-15,DataDiary,Trump,0.5262000000000001
2024-09-16,DataDiary,Harris,0.48009999999999986
2024-09-16,DataDiary,Trump,0.5199000000000001
2024-09-17,DataDiary,Harris,0.5175999999999996
2024-09-17,DataDiary,Trump,0.4824000000000004
2024-09-18,DataDiary,Harris,0.5241999999999997
2024-09-18,DataDiary,Trump,0.47580000000000033
2024-09-19,DataDiary,Harris,0.4884000000000006
2024-09-19,DataDiary,Trump,0.5115999999999994
2024-09-20,DataDiary,Harris,0.5179999999999995
2024-09-20,DataDiary,Trump,0.48200000000000054
2024-09-21,DataDiary,Harris,0.5092000000000001
2024-09-21,DataDiary,Trump,0.4907999999999999
2024-09-22,DataDiary,Harris,0.5097999999999999
2024-09-22,DataDiary,Trump,0.4902000000000001
2024-09-23,DataDiary,Harris,0.5199000000000001
2024-09-23,DataDiary,Trump,0.48009999999999986
2024-09-24,DataDiary,Harris,0.5292000000000002
2024-09-24,DataDiary,Trump,0.4707999999999998
2024-09-25,DataDiary,Harris,0.5113000000000006
2024-09-25,DataDiary,Trump,0.48869999999999936
2024-09-26,DataDiary,Harris,0.5056999999999998
2024-09-26,DataDiary,Trump,0.4943000000000002
2024-09-27,DataDiary,Harris,0.527
2024-09-27,DataDiary,Trump,0.473
2024-09-28,DataDiary,Harris,0.5361
2024-09-28,DataDiary,Trump,0.4639
2024-09-29,DataDiary,Harris,0.5318999999999998
2024-09-29,DataDiary,Trump,0.4681000000000002
2024-09-30,DataDiary,Harris,0.5251999999999996
2024-09-30,DataDiary,Trump,0.47480000000000044
2024-10-01,DataDiary,Harris,0.5200000000000001
2024-10-01,DataDiary,Trump,0.47999999999999987
2024-10-02,DataDiary,Harris,0.5137999999999983
2024-10-02,DataDiary,Trump,0.48620000000000174
2024-10-03,DataDiary,Harris,0.5162999999999998
2024-10-03,DataDiary,Trump,0.48370000000000024
2024-10-04,DataDiary,Harris,0.49330000000000046
2024-10-04,DataDiary,Trump,0.5066999999999995
2024-10-05,DataDiary,Harris,0.4835000000000004
2024-10-05,DataDiary,Trump,0.5164999999999996
2024-10-06,DataDiary,Harris,0.4833999999999994
2024-10-06,DataDiary,Trump,0.5166000000000006
2024-10-07,DataDiary,Harris,0.4899000000000001
2024-10-07,DataDiary,Trump,0.5100999999999999
2024-10-08,DataDiary,Harris,0.5081000000000007
2024-10-08,DataDiary,Trump,0.49189999999999934
2024-10-09,DataDiary,Harris,0.5089999999999998
2024-10-09,DataDiary,Trump,0.4910000000000002
2024-10-10,DataDiary,Harris,0.4920999999999995
2024-10-10,DataDiary,Trump,0.5079000000000005
2024-05-31,PEC,Harris,0.015439330589880784
2024-05-31,PEC,Trump,0.9845606694101192
2024-06-04,PEC,Harris,0.02378935794919923
2024-06-04,PEC,Trump,0.9762106420508008
2024-06-06,PEC,Harris,0.010240141566241534
2024-06-06,PEC,Trump,0.9897598584337585
2024-06-07,PEC,Harris,0.011152284108835953
2024-06-07,PEC,Trump,0.988847715891164
2024-06-13,PEC,Harris,0.0339325292175654
2024-06-13,PEC,Trump,0.9660674707824346
2024-06-15,PEC,Harris,0.023546144489759224
2024-06-15,PEC,Trump,0.9764538555102408
2024-06-18,PEC,Harris,0.018357050399758768
2024-06-18,PEC,Trump,0.9816429496002412
2024-06-19,PEC,Harris,0.019932858831952505
2024-06-19,PEC,Trump,0.9800671411680475
2024-06-21,PEC,Harris,0.01638214937150695
2024-06-21,PEC,Trump,0.983617850628493
2024-06-22,PEC,Harris,0.015766262073108495
2024-06-22,PEC,Trump,0.9842337379268915
2024-06-25,PEC,Harris,0.015766262073108495
2024-06-25,PEC,Trump,0.9842337379268915
2024-06-26,PEC,Harris,0.015331200376992205
2024-06-26,PEC,Trump,0.9846687996230078
2024-06-27,PEC,Harris,0.015252573787028267
2024-06-27,PEC,Trump,0.9847474262129717
2024-06-28,PEC,Harris,0.012104627544987978
2024-06-28,PEC,Trump,0.987895372455012
2024-06-29,PEC,Harris,0.009165642597605883
2024-06-29,PEC,Trump,0.9908343574023941
2024-06-30,PEC,Harris,0.00970656083874255
2024-06-30,PEC,Trump,0.9902934391612574
2024-07-01,PEC,Harris,0.0064028337308683625
2024-07-01,PEC,Trump,0.9935971662691316
2024-07-02,PEC,Harris,0.005516338521591613
2024-07-02,PEC,Trump,0.9944836614784084
2024-07-03,PEC,Harris,0.004767176518849947
2024-07-03,PEC,Trump,0.99523282348115
2024-07-04,PEC,Harris,0.004626531252616584
2024-07-04,PEC,Trump,0.9953734687473834
2024-07-07,PEC,Harris,0.010528917449115882
2024-07-07,PEC,Trump,0.9894710825508841
2024-07-08,PEC,Harris,0.00912337345697456
2024-07-08,PEC,Trump,0.9908766265430254
2024-07-09,PEC,Harris,0.0023652081934871783
2024-07-09,PEC,Trump,0.9976347918065128
2024-07-10,PEC,Harris,0.002484487763246279
2024-07-10,PEC,Trump,0.9975155122367537
2024-07-13,PEC,Harris,0.0023652081934871783
2024-07-13,PEC,Trump,0.9976347918065128
2024-07-16,PEC,Harris,0.0031199347724333304
2024-07-16,PEC,Trump,0.9968800652275667
2024-07-17,PEC,Harris,0.0028953212995529443
2024-07-17,PEC,Trump,0.9971046787004471
2024-07-18,PEC,Harris,0.004007743597788438
2024-07-18,PEC,Trump,0.9959922564022116
2024-07-19,PEC,Harris,0.003770075992473809
2024-07-19,PEC,Trump,0.9962299240075262
2024-07-20,PEC,Harris,0.0035348736583463714
2024-07-20,PEC,Trump,0.9964651263416536
2024-07-22,PEC,Harris,0.002181441106273052
2024-07-22,PEC,Trump,0.997818558893727
2024-07-23,PEC,Harris,0.0018608254246282874
2024-07-23,PEC,Trump,0.9981391745753717
2024-07-24,PEC,Harris,0.0023423962608914994
2024-07-24,PEC,Trump,0.9976576037391085
2024-07-25,PEC,Harris,0.0025695389267069713
2024-07-25,PEC,Trump,0.997430461073293
2024-07-26,PEC,Harris,0.0021533899030218295
2024-07-26,PEC,Trump,0.9978466100969782
2024-07-28,PEC,Harris,0.003318451226303254
2024-07-28,PEC,Trump,0.9966815487736967
2024-07-29,PEC,Harris,0.007034444394539596
2024-07-29,PEC,Trump,0.9929655556054604
2024-07-30,PEC,Harris,0.007668495891205662
2024-07-30,PEC,Trump,0.9923315041087943
2024-07-31,PEC,Harris,0.02008115622067219
2024-07-31,PEC,Trump,0.9799188437793278
2024-08-01,PEC,Harris,0.06603316229578993
2024-08-01,PEC,Trump,0.9339668377042101
2024-08-02,PEC,Harris,0.06235850725781378
2024-08-02,PEC,Trump,0.9376414927421862
2024-08-03,PEC,Harris,0.06801095470986318
2024-08-03,PEC,Trump,0.9319890452901368
2024-08-04,PEC,Harris,0.06796173295096719
2024-08-04,PEC,Trump,0.9320382670490328
2024-08-05,PEC,Harris,0.06967644180198274
2024-08-05,PEC,Trump,0.9303235581980173
2024-08-06,PEC,Harris,0.11836942763729064
2024-08-06,PEC,Trump,0.8816305723627094
2024-08-07,PEC,Harris,0.16463939112035986
2024-08-07,PEC,Trump,0.8353606088796401
2024-08-08,PEC,Harris,0.16799098551442193
2024-08-08,PEC,Trump,0.8320090144855781
2024-08-09,PEC,Harris,0.18971546911618498
2024-08-09,PEC,Trump,0.810284530883815
2024-08-10,PEC,Harris,0.19366437331151354
2024-08-10,PEC,Trump,0.8063356266884865
2024-08-11,PEC,Harris,0.1928265436333334
2024-08-11,PEC,Trump,0.8071734563666666
2024-08-12,PEC,Harris,0.23544224394227065
2024-08-12,PEC,Trump,0.7645577560577294
2024-08-13,PEC,Harris,0.2938732588958226
2024-08-13,PEC,Trump,0.7061267411041774
2024-08-14,PEC,Harris,0.4544213352845171
2024-08-14,PEC,Trump,0.5455786647154829
2024-08-15,PEC,Harris,0.46349244282257995
2024-08-15,PEC,Trump,0.53650755717742
2024-08-16,PEC,Harris,0.4060156807458686
2024-08-16,PEC,Trump,0.5939843192541314
2024-08-17,PEC,Harris,0.40226222715333015
2024-08-17,PEC,Trump,0.5977377728466698
2024-08-19,PEC,Harris,0.44567565551801547
2024-08-19,PEC,Trump,0.5543243444819845
2024-08-20,PEC,Harris,0.3433007884490187
2024-08-20,PEC,Trump,0.6566992115509813
2024-08-21,PEC,Harris,0.3256823816872819
2024-08-21,PEC,Trump,0.6743176183127181
2024-08-22,PEC,Harris,0.3717220886351986
2024-08-22,PEC,Trump,0.6282779113648014
2024-08-23,PEC,Harris,0.39750158229015664
2024-08-23,PEC,Trump,0.6024984177098434
2024-08-25,PEC,Harris,0.34310787969482914
2024-08-25,PEC,Trump,0.6568921203051709
2024-08-26,PEC,Harris,0.3559379948676218
2024-08-26,PEC,Trump,0.6440620051323782
2024-08-27,PEC,Harris,0.37390657250317083
2024-08-27,PEC,Trump,0.6260934274968292
2024-08-28,PEC,Harris,0.3544582756401379
2024-08-28,PEC,Trump,0.6455417243598621
2024-08-29,PEC,Harris,0.5476277239707439
2024-08-29,PEC,Trump,0.45237227602925606
2024-08-30,PEC,Harris,0.6247925787618025
2024-08-30,PEC,Trump,0.3752074212381975
2024-08-31,PEC,Harris,0.5534085522642774
2024-08-31,PEC,Trump,0.44659144773572257
2024-09-01,PEC,Harris,0.5143518926195129
2024-09-01,PEC,Trump,0.48564810738048714
2024-09-02,PEC,Harris,0.5158164566183865
2024-09-02,PEC,Trump,0.48418354338161357
2024-09-03,PEC,Harris,0.5260660325182247
2024-09-03,PEC,Trump,0.4739339674817753
2024-09-04,PEC,Harris,0.5023400042818882
2024-09-04,PEC,Trump,0.49765999571811187
2024-09-05,PEC,Harris,0.48488759855999775
2024-09-05,PEC,Trump,0.5151124014400023
2024-09-06,PEC,Harris,0.42042657409740214
2024-09-06,PEC,Trump,0.5795734259025979
2024-09-08,PEC,Harris,0.4692975773255831
2024-09-08,PEC,Trump,0.5307024226744169
2024-09-09,PEC,Harris,0.434466784447299
2024-09-09,PEC,Trump,0.565533215552701
2024-09-10,PEC,Harris,0.45898210913160964
2024-09-10,PEC,Trump,0.5410178908683904
2024-09-11,PEC,Harris,0.45732978997819773
2024-09-11,PEC,Trump,0.5426702100218023
2024-09-12,PEC,Harris,0.4498800681759543
2024-09-12,PEC,Trump,0.5501199318240457
2024-09-13,PEC,Harris,0.49733151601450964
2024-09-13,PEC,Trump,0.5026684839854904
2024-09-14,PEC,Harris,0.48539415716493806
2024-09-14,PEC,Trump,0.5146058428350619
2024-09-15,PEC,Harris,0.4641994763515723
2024-09-15,PEC,Trump,0.5358005236484277
2024-09-16,PEC,Harris,0.47437193734134486
2024-09-16,PEC,Trump,0.5256280626586551
2024-09-17,PEC,Harris,0.4793024797502293
2024-09-17,PEC,Trump,0.5206975202497707
2024-09-18,PEC,Harris,0.4738053576273964
2024-09-18,PEC,Trump,0.5261946423726036
2024-09-19,PEC,Harris,0.5009696248796363
2024-09-19,PEC,Trump,0.4990303751203637
2024-09-20,PEC,Harris,0.693614688780308
2024-09-20,PEC,Trump,0.30638531121969204
2024-09-21,PEC,Harris,0.7218255802106921
2024-09-21,PEC,Trump,0.2781744197893079
2024-09-22,PEC,Harris,0.6431564879136946
2024-09-22,PEC,Trump,0.3568435120863054
2024-09-23,PEC,Harris,0.5516242646560999
2024-09-23,PEC,Trump,0.4483757353439001
2024-09-24,PEC,Harris,0.48603513393264164
2024-09-24,PEC,Trump,0.5139648660673584
2024-09-25,PEC,Harris,0.5697781256249534
2024-09-25,PEC,Trump,0.4302218743750465
2024-09-26,PEC,Harris,0.6186534800626813
2024-09-26,PEC,Trump,0.3813465199373187
2024-09-27,PEC,Harris,0.6695334007645166
2024-09-27,PEC,Trump,0.3304665992354834
2024-09-28,PEC,Harris,0.6605567600403676
2024-09-28,PEC,Trump,0.33944323995963244
2024-09-29,PEC,Harris,0.7004956783865952
2024-09-29,PEC,Trump,0.2995043216134048
2024-09-30,PEC,Harris,0.6009033699630737
2024-09-30,PEC,Trump,0.3990966300369263
2024-10-01,PEC,Harris,0.5980182378357648
2024-10-01,PEC,Trump,0.40198176216423515
2024-10-02,PEC,Harris,0.5083215722882131
2024-10-02,PEC,Trump,0.491678427711787
2024-10-03,PEC,Harris,0.4474552136382447
2024-10-03,PEC,Trump,0.5525447863617553
2024-10-04,PEC,Harris,0.5384704091515633
2024-10-04,PEC,Trump,0.4615295908484367
2024-10-05,PEC,Harris,0.5208415714571819
2024-10-05,PEC,Trump,0.47915842854281804
2024-10-06,PEC,Harris,0.49222013939408726
2024-10-06,PEC,Trump,0.5077798606059127
2024-10-07,PEC,Harris,0.49225532670173233
2024-10-07,PEC,Trump,0.5077446732982677
2024-10-08,PEC,Harris,0.575614592809476
2024-10-08,PEC,Trump,0.424385407190524
2024-10-09,PEC,Harris,0.5825019438687042
2024-10-09,PEC,Trump,0.41749805613129576
2024-10-10,PEC,Harris,0.4192086389985483
2024-10-10,PEC,Trump,0.5807913610014517
